"airportIATACode";"airportName";"airportICAOCode"
"BJA";"Bejaia";"DAAE"
"BJB";"Bojnord";"OIMN"
"BJC";"Jeffco";"KBJC"
"BJD";"Bakkafjordur";"BIBK"
"BJE";"Baleela";""
"BJF";"Batsfjord";"ENBS"
"BJG";"Bolaang";""
"BJH";"Bajhang";"VNBG"
"BJI";"Bemidji";"KBJI"
"BJJ";"Wayne County";"KBJJ"
"BJK";"Benjina";"WAPK"
"BJL";"YUNDUM INTERNATIONAL";"GBYD"
"BJM";"BUJUMBURA INTL";"HBBA"
"BJO";"Bermejo";"SLBJ"
"BJP";"Braganca Paulista";"SBBP"
"BJQ";"Bahja";""
"BJR";"Bahar Dar";"HABD"
"BJU";"Bajura Airport";"VNBR"
"BJV";"MILAS";"LTBV"
"BJW";"Bajawa";"WATB"
"BJX";"GUANAJUATO DEL BAJIO";"MMLO"
"BJY";"Batajnica";"LYBT"
"BJZ";"TALAVERA LA REAL";"LEBZ"
"BKA";"Bykovo Airport";"UUBB"
"BKB";"Bikaner";"VIBK"
"BKC";"Buckland";"PABL"
"BKD";"Stephens County";"KBKD"
"BKE";"Baker";"KBKE"
"BKF";"Lake Brooks SPB";"KBKF"
"BKG";"Branson";"KBBG"
"BKH";"Barking Sands PMRF";"PHBK"
"BKI";"KOTA KINABULU INT.";"WBKK"
"BKJ";"Boke";"GUOK"
"BKK";"BANGKOK";"VTBB"
"BKL";"Burke Lakefront";"KBKL"
"BKM";"Bakalalan";"WBGQ"
"BKO";"Senou";"GABS"
"BKP";"Barkly Downs";""
"BKQ";"Blackall";"YBCK"
"BKR";"Bokoro";"FTTK"
"BKS";"Padangkemiling";"WIPL"
"BKT";"Blackstone AAF";"KBKT"
"BKU";"Betioky";""
"BKW";"Beckley";"KBKW"
"BKX";"Brookings";""
"BKY";"Kavumu";"FZMA"
"BKZ";"Bukoba";"HTBU"
"BLA";"Gen J A Anzoategui";"SVBC"
"BLB";"Balboa";"MPHO"
"BLC";"Bamenda";"FKKG"
"BLD";"Boulder City";"KBVU"
"BLE";"Dala Airport";"ESSD"
"BLF";"Princeton";"KBLF"
"BLG";"Belaga";"WBGC"
"BLH";"Blythe";"KBLH"
"BLI";"Bellingham";"KBLI"
"BLJ";"Batna";"DABT"
"BLK";"Blackpool Airport";"EGNH"
"BLL";"BILLUND";"EKBI"
"BLM";"Monmouth Executive Airport";"KBLM"
"BLN";"Benalla";"YBLA"
"BLO";"Blonduos";"BIBL"
"BLP";"Bellavista";"SPBL"
"BLQ";"GUGLIELMO MARCONI";"LIPE"
"BLR";"BANGALORE";"VOBL"
"BLS";"Bollon";"YBLL"
"BLT";"Blackwater";"YBTR"
"BLU";"Blue Canyon";"KBLU"
"BLV";"Belleville";"KBLV"
"BLX";"Belluno";""
"BLY";"Belmullet";"EIBT"
"BLZ";"CHILEKA INTL";"FWCL"
"BMA";"BROMMA";"ESSB"
"BMB";"Bumba";"FZFU"
"BMC";"Brigham City";"KBMC"
"BMD";"Belo";"FMML"
"BME";"BROOME INT. AIRPORT";"YBRM"
"BMF";"Bakouma";"FEGM"
"BMG";"Bloomington";"KBMG"
"BMH";"Bomai";""
"BMI";"Central Illinois Regional Airport at Bloomington-N";"KBMI"
"BMJ";"Baramita";"SYBR"
"BMK";"Borkum";"EDWR"
"BML";"Berlin Municipal Airport";"KBML"
"BMM";"Bitam";"FOOB"
"BMN";"Bamerny";""
"BMO";"Bhamo";"VYBM"
"BMP";"Brampton Island";"YBPI"
"BMQ";"Bamburi";"KBMQ"
"BMR";"Baltrum";"EDWZ"
"BMS";"Brumado";"SNBU"
"BMT";"Beaumont Municipalcipal";"KBMT"
"BMU";"Bima";"WRRB"
"BMV";"Phung-Duc";"VVBM"
"BMW";"Bordj Badji Mokhtar";"DATM"
"BMX";"Big Mountain";"PABM"
"BMY";"Belep Island";"NWWC"
"BMZ";"Bamu";""
"BNA";"NASHVILLE";"KBNA"
"BNB";"Boende";"FZGN"
"BNC";"Beni";"FZNP"
"BND";"Bandar Abbas";"OIKB"
"BNE";"BRISBANE";"YBBN"
"BNG";"Banning";"KBNG"
"BNI";"Benin City";"DNBE"
"BNJ";"Bonn-Hangelar Airport";"EDKB"
"BNK";"BALLINA AIRPORT";"YBNA"
"BNL";"Barnwell Regional";"KBNL"
"BNM";"Bodinumu";""
"BNN";"Bronnoy";"ENBN"
"BNO";"Burns";"KBNO"
"BNP";"Bannu";"OPBN"
"BNR";"Banfora";"DFOB"
"BNS";"Barinas";"SVBI"
"BNT";"Bundi";""
"BNU";"Blumenau";"SSBL"
"BNW";"Boone";"KBNW"
"BNX";"Banja Luka";"LQBK"
"BNY";"Bellona";"AGGB"
"BOA";"Boma";"FZAJ"
"BOB";"Motu Mute";"NTTB"
"BOC";"Bocas Del Toro";"MPBO"
"BOD";"MERIGNAC";"LFBD"
"BOE";"Boundji";"FCOB"
"BOG";"ELDORADO INTL";"SKBO"
"BOH";"Bournemouth International";"EGHH"
"BOI";"AIR TERM GOWEN FLD";"KBOI"
"BOJ";"BURGAS";"LBBG"
"BOK";"Brookings State";"KBOK"
"BOL";"Ballykelly";"EGQB"
"BOM";"BOMBAIN/MUMBAI";"VAJJ"
"BON";"FLAMINGO INTL";"TNCB"
"BOO";"Bodo";"ENBO"
"BOP";"Bouar";"FEFO"
"BOR";"Fontaine Airport";"LFSQ"
"BOS";"LOGAN INTL";"KBOS"
"BOT";"Boset";""
"BOU";"Bourges";"LFLD"
"BOV";"Boang";""
"BOW";"Bartow";"KBOW"
"BOX";"Borroloola";"BOCH"
"BOY";"Borgo";"DFOO"
"BOZ";"Bozoum";"FEGZ"
"BPC";"Bamenda";"FKKV"
"BPD";"Bapi";""
"BPE";"Bagan";"ZBDH"
"BPF";"Batuna Aerodrome";"AGBT"
"BPG";"Barra Do Garcas";"SBBW"
"BPH";"Bislig";"RPMF"
"BPI";"Big Piney-marbleton";"KBPI"
"BPK";"Biangabip";""
"BPL";"Alashankou";"ZWBL"
"BPM";"Begumpet";"VOHY"
"BPN";"Sultan Aji Muhamad Sulaiman Airport";"WALL"
"BPS";"PORTO SEGURO";"SBPS"
"BPT";"Jefferson County";"KBPT"
"BPX";"Bangda";"ZUBD"
"BPY";"Besalampy";"FMNQ"
"BQA";"Baler";"RPUR"
"BQB";"Bussellton";"YBLN"
"BQE";"Bubaque";"GGBU"
"BQG";"Bogorodskoye";"UHNB"
"BQH";"Biggin Hill";"EGKB"
"BQI";"Bagani";""
"BQJ";"Batagay";"UEBB"
"BQK";"Glynco Jetport";"KBQK"
"BQL";"Boulia";"YBOU"
"BQN";"BORINQUEN";"TJBQ"
"BQO";"Bouna";"DIBN"
"BQQ";"Barra";"SNBX"
"BQS";"Blagoveschensk";"UHBB"
"BQT";"Brest";"UMBB"
"BQU";"J. F. Mitchell";"TVSB"
"BQW";"Balgo Hills";"YBGO"
"BRA";"BARREIRAS";"SNBR"
"BRB";"Barreirinhas";"SBRR"
"BRC";"International";"SAZS"
"BRD";"Brainerd Lakes Regional";"KBRD"
"BRE";"BREMEN";"EDDW"
"BRI";"BARI";"LIBD"
"BRK";"Bourke";"YBKE"
"BRL";"Burlington";"KBRL"
"BRM";"Barquisimeto";"SVBM"
"BRN";"Belp";"LSZB"
"BRO";"SOUTH PADRE";"KBRO"
"BRP";"Biaru";""
"BRQ";"Turany";"LKTB"
"BRR";"North Bay";"EGPR"
"BRS";"BRISTOL";"EGGD"
"BRT";"Bathurst Island";"YBTI"
"BRU";"NATIONAL";"EBBR"
"BRV";"Bremerhaven";"EDWB"
"BRW";"Wiley Post/W.Rogers M";"PABR"
"BRX";"Barahona";"MDBH"
"BRY";"Samuels Field";""
"BSA";"Bossaso";"HCMF"
"BSB";"JUSCELINO KUBITSCHECK";"SBBR"
"BSC";"Bahia Solano";"SKBS"
"BSD";"Baoshan";"ZPBS"
"BSE";"Sematan";"WBGN"
"BSF";"Bradshaw AAF";"PHSF"
"BSG";"Bata";"FGBT"
"BSI";"Blairsville";""
"BSJ";"Bairnsdale";"YBNS"
"BSK";"Mohamed Boudiaf";"DAUB"
"BSL";"BASEL";"LFSB"
"BSM";"Bishe-kola";"OINJ"
"BSN";"Bossangoa";"FEFS"
"BSO";"Basco";"RPUO"
"BSP";"Bensbach";""
"BSQ";"Bisbee Municipal Airport";""
"BSR";"BASRA";"ORMM"
"BSS";"Balsas";"SNBS"
"BST";"Bost";"OABT"
"BSU";"Basankusu";"FZEN"
"BSV";"Besakoa";""
"BSW";"Boswell Bay";""
"BSX";"Bassein";"VYPN"
"BSY";"Bardera";"HCMD"
"BSZ";"Bartletts";""
"BTA";"Yaoundé";"FKKO"
"BTB";"Betou";"FCOT"
"BTC";"Batticaloa";"VCCB"
"BTD";"Brunette Downs";""
"BTE";"Bonthe";"GFBN"
"BTF";"Salt Lake Skypark";""
"BTG";"Batangafo";"FEGF"
"BTH";"Hang Nadim";"WIKB"
"BTI";"Barter Island";"PABA"
"BTJ";"Sultan Iskandarmuda Airport";"WITT"
"BTK";"BRATSK";"UIBB"
"BTL";"WK Kellogg Regional";"KBTL"
"BTM";"Bert Mooney Airport";"KBTM"
"BTN";"Bennettsville";""
"BTO";"Botopasie";""
"BTP";"Butler County - Kenny Scholter Field";"KBTP"
"BTQ";"Butare";""
"BTR";"RYAN";"KBTR"
"BTS";"BRATISLAVA";"LZIB"
"BTT";"Bettles";"PABT"
"BTU";"Bintulu";"WBGB"
"BTV";"BURLINGTON";"KBTV"
"BTW";"Batu Licin";"WAOC"
"BTX";"Betoota";"YBEO"
"BTY";"Beatty";"KBTY"
"BTZ";"Bursa Airport";"LTBE"
"BUA";"Buka";"AYBK"
"BUB";"Municipal";""
"BUC";"Burketown";"YBKT"
"BUD";"LISZT FERENC";"LHBP"
"BUF";"BUFFALO";"KBUF"
"BUG";"Gen V Deslandes";"FNBG"
"BUI";"Bokondini";"WAJB"
"BUJ";"Ain Eddis";"DAAD"
"BUK";"Albuq";""
"BUL";"Bulolo";"AYBU"
"BUM";"Butler";""
"BUN";"Buenaventura";"SKBU"
"BUO";"Burao";"HCMV"
"BUP";"Bhatinda";"VIBT"
"BUQ";"BULAWAYO";"FVBU"
"BUR";"BOB HOPE APT";"KBUR"
"BUS";"BATUMI";"UGSB"
"BUT";"Bathpalathang Airport";"VQBT"
"BUV";"Bella Union";""
"BUW";"Baubau";"WAWB"
"BUX";"Bunia";"FZKA"
"BUY";"Bunbury";"KBUY"
"BUZ";"Bushehr";"OIBB"
"BVA";"Beauvais-Tille";"LFOB"
"BVB";"BOA VISTA";"SBBV"
"BVC";"ARISTIDES PEREIRA";"GVBA"
"BVE";"Laroche";"LFBV"
"BVG";"Berlevag";"ENBV"
"BVH";"Vilhena";"SBVH"
"BVI";"Birdsville";"YBDV"
"BVK";"Huacaraje";""
"BVL";"Baures";""
"BVM";"Belmonte";"SNBL"
"BVO";"Bartlesville";"KBVO"
"BVR";"Esperadinha";""
"BVS";"Breves";"SNVS"
"BVU";"Beluga";"PABG"
"BVV";"Burevestnik AFB";"UHSB"
"BVX";"Municipal";"KBVX"
"BVY";"Beverly Municipal Airport";"KBVY"
"BVZ";"Beverley Springs";"YBYS"
"BWA";"Bhairawa";"VNBW"
"BWB";"Barrow Island";"YBWX"
"BWC";"Brawley";"KBWC"
"BWD";"Brownwood";""
"BWE";"Braunschweig";"EDVE"
"BWF";"Walney Island";"EGNL"
"BWG";"Warren County";"KBWG"
"BWH";"Butterworth";"WMKB"
"BWI";"Baltimore/Washington International";"KBWI"
"BWJ";"Bawan";""
"BWK";"Brac";"LDSB"
"BWL";"Blackwell";""
"BWM";"Bowman";"KBPP"
"BWN";"Bandar Seri Begwan International Airport";"WBSB"
"BWO";"Balakovo";"UWSB"
"BWP";"Bewani";""
"BWQ";"Brewarrina";"YBRW"
"BWT";"Burnie Wynyard";"YBUI"
"BWU";"Sydney Bankstown";"YSBK"
"BWW";"Las Brujas";"MUBR"
"BXA";"George R Carr";"KBXA"
"BXB";"Babo";"WASO"
"BXD";"Bade";"WAKE"
"BXE";"Bakel";"GOTB"
"BXF";"Belburn";""
"BXG";"Bendigo";"YBDG"
"BXH";"Balhash";"UAAH"
"BXI";"Boundiali";"DIBI"
"BXJ";"Burundai";"UAAR"
"BXK";"Buckeye Municipal";"KBXK"
"BXM";"Batom";""
"BXN";"Imsik";"LTBV"
"BXO";"Buochs";"LSZC"
"BXP";"Biala Podlaska";"EPBP"
"BXR";"Bam";"OIKM"
"BXS";"Borrego Springs";"KBXS"
"BXT";"Bontang";"WRLC"
"BXU";"Butuan";"RPWE"
"BXV";"Breiddalsvik";"BIBV"
"BXX";"Borama International";""
"BXZ";"Bunsil";""
"BYA";"Boundary";""
"BYB";"Dibaa";""
"BYC";"Yacuiba";"SLYA"
"BYD";"Beidah";""
"BYF";"Bray";"LFAQ"
"BYG";"Municipal";"KBYG"
"BYH";"Blytheville AFB";"KBYH"
"BYI";"Rupert";"KBYI"
"BYJ";"Beja International";"LPBJ"
"BYK";"Bouake";"DIBK"
"BYL";"Bella Yella";""
"BYM";"C.M. de Cespedes";"MUBY"
"BYN";"Bayankhongor";"ZMBH"
"BYO";"Bonito Airport";"SJDB"
"BYP";"Barimunya Airport";"YBRY"
"BYQ";"Bunyu";"WALV"
"BYR";"Laeso Airport";"EKLS"
"BYS";"Bicycle Lake AAF";"KBYS"
"BYT";"Bantry";"EIBN"
"BYU";"Bindlacher-Berg";"EDQD"
"BYW";"Blakely Island";""
"BYX";"Baniyala";""
"BZA";"San Pedro";"MNBZ"
"BZB";"Bazaruto Island";""
"BZC";"Buzios";"SBBZ"
"BZD";"Balranald";"YBRN"
"BZE";"P.S.W. GOLDSON INTL";"MZBZ"
"BZF";"Benton Field";""
"BZG";"BYDGOSZCZ IGNACY JAN PADEREWSKI";"EPBY"
"BZH";"Bumi Hills";"FVBM"
"BZI";"Balikesir";"LTBF"
"BZK";"Briansk";"UUBP"
"BZL";"Barisal";"VGBR"
"BZM";"Woensdrecht";""
"BZN";"GALLATIN FIELD";"KBZN"
"BZO";"Bolzano";"LIPB"
"BZP";"Bizant";""
"BZR";"Beziers Vias";"LFMU"
"BZT";"Hinkles Ferry";""
"BZU";"Buta";"FZKJ"
"BZV";"MAYA MAYA";"FCBB"
"BZY";"Beltsy";"LUBL"
"BZZ";"Raf Brize Norton";"EGVN"
"CAA";"Catacamas";""
"CAB";"Cabinda";"FNCA"
"CAC";"CASCAVEL";"SBCA"
"CAD";"Cadillac";"KCAD"
"CAE";"COLUMBIA MET";"KCAE"
"CAF";"Carauari";"SWCA"
"CAG";"ELMAS";"LIEE"
"CAH";"Ca Mau";"VVCM"
"CAI";"INTERNATIONAL";"HECA"
"CAJ";"Canaima";"SVCN"
"CAK";"AKRON";"KCAK"
"CAL";"Machrihanish";"EGEC"
"CAM";"Camiri";"SLCA"
"CAN";"BAIYUN";"ZGGG"
"CAO";"Clayton";"KCAO"
"CAP";"Cap Haitien";"MTCH"
"CAQ";"Caucasia";"SKCU"
"CAR";"Municipal";"KCAR"
"CAS";"Anfa";"GMMC"
"CAT";"AERODROMO MUNICIPAL DE CASCAIS";"LPCS"
"CAU";"Caruaru";"SNRU"
"CAV";"Cazombo";"FNCZ"
"CAW";"Bartolomeu Lisandro";"SBCP"
"CAX";"Carlisle";"EGNC"
"CAY";"CAYENNE-ROCHEMBEAU AIRPORT";"SOCA"
"CAZ";"Cobar";"YCBA"
"CBB";"J Wilsterman";"SLCB"
"CBC";"Cherrabun";""
"CBD";"Car Nicobar";"VOCX"
"CBE";"Greater Cumberland Regional";"KCBE"
"CBF";"Municipal";"KCBF"
"CBG";"Cambridge";"EGSC"
"CBH";"Leger";"DAOR"
"CBI";"Cape Barren Island";"YCBN"
"CBJ";"Cabo Rojo";"MDCR"
"CBK";"Municipal";""
"CBL";"Ciudad Bolivar";"SVCB"
"CBM";"Columbus AFB";"KCBM"
"CBN";"Penggung";"WICD"
"CBO";"Awang";"RPWC"
"CBP";"Coimbra";"LPCO"
"CBQ";"Calabar";"DNCA"
"CBR";"CANBERRA";"YSCB"
"CBS";"Oro Negro";"SVON"
"CBT";"CATUMBELA AIRPORT";"FNCT"
"CBU";"Cottbus";"EDCD"
"CBV";"Coban";"MGCB"
"CBW";"Campo Mourao";""
"CBX";"Condobolin";"YCDO"
"CBY";"Canobie";"YCBE"
"CCA";"Chimore Airport";"SLCH"
"CCB";"Cable Airport";"KCCB"
"CCC";"Jardines Del Rey Airport";"MUCC"
"CCF";"Salvaza";"LFMK"
"CCG";"Crane County Airport";""
"CCH";"Chile Chico";"SCCC"
"CCI";"Concordia";"SSCK"
"CCJ";"CALICUT";"VOCL"
"CCK";"Cocos Islands";"YPCC"
"CCL";"Chinchilla";"YCCA"
"CCM";"Criciuma";"SBCM"
"CCN";"Chakcharan";"OACC"
"CCO";"Carimagua";"SKCI"
"CCP";"Carriel Sur";"SCIE"
"CCR";"Buchanan Field";"KCCR"
"CCS";"SIMON BOLIVAR";"SVMI"
"CCU";"CALCUTTA";"VECC"
"CCV";"Craig Cove";"NVSF"
"CCW";"Cowell";"YCWL"
"CCX";"Caceres";"SWKC"
"CCY";"Municipal";"KCCY"
"CCZ";"Chub Cay";"MYBC"
"CDA";"Cooinda";"YCOO"
"CDB";"Cold Bay";"PACD"
"CDC";"Cedar City";"KCDC"
"CDD";"Cauquira";"MHCU"
"CDE";"Chengde Puning Airport";"ZBCD"
"CDG";"CHARLES DE GAULLE";"LFPG"
"CDH";"Harrell Field";"KCDH"
"CDI";"Cachoeiro Itapemirim";""
"CDJ";"Conceicao Do Araguaia";"SBAA"
"CDK";"Lewis";"KCDK"
"CDL";"Candle";""
"CDN";"Woodward Field";"KCDN"
"CDO";"Cradock";""
"CDP";"Cuddapah";"VOCP"
"CDQ";"Croydon";"YCRY"
"CDR";"Chadron";"KCDR"
"CDS";"Childress";"KCDS"
"CDT";"Castellon";"LECN"
"CDU";"Camden";"YSCN"
"CDV";"Mudhole Smith";"PACV"
"CDW";"Caldwell Wright";"KCDW"
"CDY";"Cagayan De Sulu";"RPMU"
"CEA";"Cessna Aircraft Field";""
"CEB";"CEBU-INTERNATIONAL AIRPORT";"RPMC"
"CEC";"Mc Namara Field";"KCEC"
"CED";"Ceduna";"YCDU"
"CEE";"Cherepovets";"ULBC"
"CEF";"Westover ARB/Metropolitan";"KCEF"
"CEG";"Chester";"EGNR"
"CEH";"Chelinda";""
"CEI";"Chiang Rai";"VTCT"
"CEJ";"Chernihiv Shestovitsa Airport";"UKRR"
"CEK";"BALANDINO";"USCC"
"CEM";"Central";"PACE"
"CEN";"Ciudad Obregon";"MMCN"
"CEO";"Waco Kungo";"FNWK"
"CEP";"Concepcion";"SLCP"
"CEQ";"Mandelieu";"LFMD"
"CER";"Maupertus";"LFRC"
"CES";"Cessnock";"YCNK"
"CET";"Le Pontreau";"LFOU"
"CEU";"Oconee County";"KCEU"
"CEV";"Mettle Field";""
"CEW";"Bob Sikes";"KCEW"
"CEX";"Chena Hot Springs";""
"CEY";"Calloway County";""
"CEZ";"Montezuma County";"KCEZ"
"CFB";"Cabo Frio";"SBCB"
"CFC";"Cacador";"SBCD"
"CFD";"Coulter Field";"KCFD"
"CFE";"CLERMONT-FERRAND";"LFLC"
"CFF";"Cafunfo";"FNCF"
"CFG";"Cienfuegos";"MUCF"
"CFH";"Clifton Hills";""
"CFI";"Camfield";"YCFD"
"CFK";"Aboubakr Belkaid";"DAOI"
"CFN";"DONEGAL AIRPORT";"EIDL"
"CFO";"Confreza";"SJHG"
"CFP";"Carpentaria Downs";""
"CFQ";"Creston Valley Airport";""
"CFR";"CARPIQUET";"LFRK"
"CFS";"COFFS HARBOUR AIRPORT";"KCFS"
"CFT";"Morenci";"KCFT"
"CFU";"CORFU INT AIPORT";"LGKR"
"CFV";"Municipal";"KCFV"
"CGB";"CUIABA";"SBCY"
"CGC";"Cape Gloucester";""
"CGD";"Changde";"ZGCD"
"CGE";"Cambridge";"KCGE"
"CGF";"Cuyahoga County";"KCGF"
"CGG";"Casiguran";""
"CGH";"CONGONHAS";"SBSP"
"CGI";"Cape Girardeau";"KCGI"
"CGJ";"Chingola";"FLKE"
"CGK";"SOEKARNO-HATTA INTERNATIONAL";"WIII"
"CGM";"Mambajao";"RPMH"
"CGN";"COLOGNE";"EDDK"
"CGO";"ZHENGZHOU";"ZHCC"
"CGP";"PATENGA";"VGEG"
"CGQ";"CHANGCHUN";"ZYCC"
"CGR";"CAMPO GRANDE";"SBCG"
"CGS";"College Park";"KCGS"
"CGT";"Chinguitti";""
"CGV";"Caiguna";"YCAG"
"CGX";"Chicago Meigs Airport";"KCGX"
"CGY";"Cagayan De Oro Domestic Airport";"RPML"
"CGZ";"Municipal";"KCGZ"
"CHA";"LOVELL FIELD";"KCHA"
"CHB";"Chilas";""
"CHC";"CHRISTCHURCH";"NZCH"
"CHF";"Jinhae";"RKPE"
"CHG";"Chaoyang Airport";"ZYCY"
"CHH";"Chachapoyas";"SPPY"
"CHJ";"Chipinge";"FVCH"
"CHK";"Municipal";"KCHK"
"CHL";"Challis";"KLLJ"
"CHM";"Chimbote";"SPEO"
"CHN";"Jeonju";"RKJU"
"CHO";"ALBEMARL";"KCHO"
"CHP";"Circle Hot Springs";""
"CHQ";"CHANIA";"LGSA"
"CHR";"Chateauroux";"LFLX"
"CHS";"CHARLESTON";"KCHS"
"CHT";"Karewa";"NZCI"
"CHU";"Chuathbaluk";"PACH"
"CHV";"Chaves";"LPCH"
"CHX";"Changuinola";"MPCH"
"CHY";"Choiseul Bay";"AGGC"
"CHZ";"State";""
"CIA";"CIAMPINO";"LIRA"
"CIB";"Ap In The Sky";""
"CIC";"Chico";"KCIC"
"CID";"CEDAR RAPIDS";"KCID"
"CIE";"Collie";""
"CIF";"Chifeng";"ZBCF"
"CIG";"Craig-Moffat";"KCAG"
"CIH";"Changzhi";"ZBCZ"
"CII";"Cildir";"LTBD"
"CIJ";"Capitan Anibal Arab";"SLCO"
"CIK";"Chalkyitsik";"PACI"
"CIL";"Melsing Creek";""
"CIM";"Cimitarra";"SKCM"
"CIN";"Carroll";"KCIN"
"CIO";"MCAL Lopez";"SGCO"
"CIP";"Chipata";"FLCP"
"CIQ";"Chiquimula";""
"CIR";"Cairo";"KCIR"
"CIS";"Canton Island";"PCIS"
"CIT";"Shimkent";"UAII"
"CIU";"Chippewa County";"KCIU"
"CIW";"Canouan Island";"TVSC"
"CIX";"Cornel Ruiz";"SPHI"
"CIY";"Comiso";"LICB"
"CIZ";"Coari";"SWKO"
"CJA";"Cajamarca";"SPJB"
"CJB";"Peelamedu";"VOCB"
"CJC";"El Loa";"SCCF"
"CJF";"Coondewanna Airport";"YCWA"
"CJH";"Chilko Lake";""
"CJJ";"Cheongju";"RKTU"
"CJL";"Chitral";"OPCH"
"CJM";"Chumphon Airport";"VTSE"
"CJS";"Abraham Gonzalez International";"MMCS"
"CJT";"Copalar";"MMCO"
"CJU";"Jeju Airport";"RKPC"
"CKA";"Kegelman Af";""
"CKB";"Benedum";"KCKB"
"CKC";"Cherkassy";"UKKE"
"CKD";"Crooked Creek";""
"CKE";"Clear Lake";""
"CKG";"CHONGQING APT";"ZUCK"
"CKH";"Chokurdah";"UESO"
"CKI";"Croker Island";"YCKI"
"CKK";"Cherokee";""
"CKL";"Chkalovsky";"UUMU"
"CKM";"Fletcher Field";""
"CKN";"Municipal";"KCKN"
"CKO";"Cornelio Procopio";"SSCP"
"CKR";"Crane Island";""
"CKS";"PARABUAPEBAS";"SBCJ"
"CKT";"Sarakhs";"OIMC"
"CKU";"City";""
"CKV";"Outlaw Field";"KCKV"
"CKW";"Christmas Creek Mine";""
"CKX";"Chicken";""
"CKY";"CONAKRY";"GUCY"
"CKZ";"Canakkale";"LTBH"
"CLA";"Comilla";"VGCM"
"CLD";"Mc Clellan-Palomar Airport";"KCRQ"
"CLE";"CLEVELAND";"KCLE"
"CLG";"Coalinga";""
"CLH";"Coolah";"YCAH"
"CLI";"Clintonville";""
"CLJ";"CLUJ NAPOCA";"LRCL"
"CLK";"Municipal";"KCLK"
"CLL";"EASTERW";"KCLL"
"CLM";"Fairchild International";"KCLM"
"CLN";"Carolina";"SBCI"
"CLO";"ALFONSO B ARAGON";"SKCL"
"CLP";"Clarks Point";"PFCL"
"CLQ";"Colima";"MMIA"
"CLR";"Calipatria";""
"CLS";"Centralia";"KCLS"
"CLT";"CHARLOTTE";"KCLT"
"CLU";"Columbus Municipal";"KBAK"
"CLV";"Caldas Novas";"SBCN"
"CLW";"Executive";"KCLW"
"CLX";"Clorinda";""
"CLY";"Ste Catherine";"LFKC"
"CLZ";"Calabozo";"SVCL"
"CMA";"Cunnamulla";"YCMU"
"CMB";"BANDARANAYIKE INT.";"VCBI"
"CMC";"Camocim";"SNWC"
"CMD";"Cootamundra";"YCTM"
"CME";"CIUDAD DEL CARMEN";"MMCE"
"CMF";"Chambery";"LFLB"
"CMG";"International Airport Corumba";"SBCR"
"CMH";"COLUMBUS";"KCMH"
"CMI";"WILLARD UNIVE";"KCMI"
"CMJ";"Chi Mei";"RCCM"
"CMK";"Club Makokola";"FWCM"
"CML";"Camooweal";"YCMW"
"CMM";"Carmelita";"MGCR"
"CMN";"MOHAMED V";"GMMN"
"CMO";"Obbia";"HCMO"
"CMP";"Campo Alegre";"SNKE"
"CMQ";"Clermont";"YCMT"
"CMR";"Colmar-houssen";"LFGA"
"CMS";"Scusciuban";"HCMS"
"CMT";"Cameta";""
"CMU";"Chimbu";"AYCH"
"CMV";"Coromandel";"NZCX"
"CMW";"Ign Agramonte International";"MUCM"
"CMX";"HOUGHTON COUNTY";"KCMX"
"CMY";"Fort Mccoy";"KCMY"
"CMZ";"Caia";""
"CNA";"Cananea";""
"CNB";"Coonamble";"YCNM"
"CNC";"Coconut Island";"YCCT"
"CND";"Mihail kogalniceanu";"LRCK"
"CNE";"Canon City";""
"CNF";"AEROPORTO INT TANCREDO NEVES";"SBCF"
"CNG";"Parvaud";"LFBG"
"CNH";"Municipal";"KCNH"
"CNI";"Changhai";"KCNI"
"CNJ";"Cloncurry";"YCCY"
"CNK";"Blosser Municipal";"KCNK"
"CNL";"Sindal";"EKSN"
"CNM";"Carlsbad";"KCNM"
"CNN";"Kannur International Airport";"VOKN"
"CNO";"Chino";"KCNO"
"CNP";"Neerlerit Inaat";"BGCO"
"CNQ";"Camba Punta";"SARC"
"CNR";"Chanaral";"SCRA"
"CNS";"CAIRNS";"YBCS"
"CNT";"Charata";""
"CNU";"Martin Johnson";"KCNU"
"CNV";"Canavieiras";"SNED"
"CNW";"TSTC Waco Airport";"KCNW"
"CNX";"CHIAN MAI";"VTCC"
"CNY";"Canyonlands Field";"KCNY"
"CNZ";"Cangamba";""
"COA";"Columbia";""
"COB";"Coolibah";""
"COC";"Concordia";"SAAC"
"COD";"Yellowstone Regional";"KCOD"
"COE";"Coeur D'Alene";"KCOE"
"COF";"Patrick AFB";"KCOF"
"COG";"Mandinga";"SKCD"
"COH";"Cooch Behar";"VECO"
"COI";"Merritt Island";"KCOI"
"COJ";"Coonabarabran";"YCBB"
"COK";"KOCHI AIRPORT";"VOCC"
"COL";"Isle Of Coll";""
"COM";"Coleman";"KCOM"
"CON";"Concord";"KCON"
"COO";"COTONOU";"DBBB"
"COP";"Cooperstown - Westville Airport";""
"COQ";"Choibalsan";"ZMCD"
"COR";"Pajas Blancas";"SACO"
"COS";"COLORADO SPRINGS MNPL";"KCOS"
"COT";"Cotulla";"KCOT"
"COU";"COLUMBIA RGNL";"KCOU"
"COV";"Covilha";"LPCV"
"COW";"Coquimbo";""
"COX";"Congo Town";"MYAK"
"COY";"Coolawanyah";""
"COZ";"Constanza";"MDCZ"
"CPA";"A. Tubman";"GLCP"
